Order_ID,Date,Customer,Region,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit
ORD-1074,2023-08-01,Customer_5,West,Office Supplies,Notebook,7,172.13,0.15,1024.17,174.11
ORD-1075,2023-07-19,Customer_27,South,Technology,Monitor,10,473.57,0.0,4735.7,1183.92
ORD-1076,2023-06-02,Customer_23,South,Furniture,Chair,7,428.19,0.3,2098.13,220.3
ORD-1077,2023-04-23,Customer_39,South,Office Supplies,Binder,8,117.52,0.15,799.14,135.85
ORD-1078,2023-12-09,Customer_22,South,Technology,Mouse,7,364.85,0.3,1787.77,312.86
ORD-1079,2023-01-14,Customer_35,South,Technology,Printer,7,300.03,0.25,1575.16,295.34
ORD-1080,2023-08-25,Customer_9,East,Technology,Mouse,3,34.64,0.15,88.33,18.77
ORD-1081,2023-06-22,Customer_21,North,Technology,Mouse,7,146.35,0.3,717.12,125.5
ORD-1082,2023-01-10,Customer_31,South,Furniture,Chair,9,35.52,0.1,287.71,38.84
ORD-1083,2023-11-30,Customer_50,West,Office Supplies,Pen Set,1,379.57,0.05,360.59,68.51
ORD-1084,2023-05-03,Customer_10,West,Technology,Printer,3,242.04,0.0,726.12,181.53
ORD-1085,2023-07-08,Customer_50,West,Furniture,Bookshelf,3,306.89,0.25,690.5,77.68
ORD-1086,2023-10-24,Customer_7,East,Technology,Keyboard,1,465.15,0.2,372.12,74.42
ORD-1087,2023-10-31,Customer_5,South,Furniture,Desk,4,59.93,0.3,167.8,17.62
ORD-1088,2023-10-17,Customer_8,North,Office Supplies,Binder,1,180.13,0.15,153.11,26.03
ORD-1089,2023-06-24,Customer_42,North,Technology,Printer,1,426.29,0.3,298.4,52.22
ORD-1090,2023-11-22,Customer_24,South,Technology,Mouse,8,356.58,0.15,2424.74,515.26
ORD-1091,2023-05-19,Customer_42,West,Office Supplies,Binder,10,406.02,0.2,3248.16,519.71
ORD-1092,2023-10-31,Customer_47,South,Furniture,Cabinet,5,167.93,0.05,797.67,113.67
ORD-1093,2023-08-26,Customer_16,East,Furniture,Cabinet,10,309.06,0.15,2627.01,334.94
ORD-1094,2023-04-04,Customer_21,North,Technology,Mouse,8,113.94,0.3,638.06,111.66
ORD-1095,2023-12-26,Customer_39,North,Furniture,Bookshelf,5,282.34,0.2,1129.36,135.52
ORD-1096,2023-07-28,Customer_47,West,Technology,Monitor,8,282.04,0.05,2143.5,509.08
ORD-1097,2023-01-09,Customer_29,South,Office Supplies,Paper,2,154.18,0.15,262.11,44.56
ORD-1098,2023-08-31,Customer_24,West,Furniture,Sofa,9,270.15,0.15,2066.65,263.5
ORD-1099,2023-06-06,Customer_18,North,Furniture,Cabinet,5,122.96,0.25,461.1,51.87
ORD-1100,2023-10-02,Customer_48,West,Furniture,Chair,3,103.86,0.25,233.69,26.29
ORD-1101,2023-09-26,Customer_49,South,Furniture,Sofa,10,148.67,0.0,1486.7,223.0
ORD-1102,2023-04-02,Customer_24,West,Furniture,Desk,5,16.93,0.2,67.72,8.13
ORD-1103,2023-10-11,Customer_4,West,Furniture,Chair,5,351.73,0.05,1670.72,238.08
ORD-1104,2023-05-26,Customer_37,South,Technology,Laptop,8,244.57,0.1,1760.9,396.2
ORD-1105,2023-02-28,Customer_31,West,Technology,Keyboard,2,206.35,0.0,412.7,103.17
ORD-1106,2023-06-05,Customer_37,East,Technology,Monitor,2,497.02,0.0,994.04,248.51
ORD-1107,2023-04-26,Customer_40,South,Office Supplies,Binder,9,196.39,0.15,1502.38,255.4
ORD-1108,2023-10-19,Customer_20,North,Office Supplies,Paper,10,39.51,0.25,296.32,44.45
ORD-1109,2023-12-05,Customer_17,East,Technology,Monitor,2,86.96,0.05,165.22,39.24
ORD-1110,2023-08-19,Customer_27,East,Technology,Laptop,10,240.26,0.0,2402.6,600.65
ORD-1111,2023-08-21,Customer_45,West,Furniture,Bookshelf,2,346.82,0.1,624.28,84.28
ORD-1112,2023-04-26,Customer_35,West,Furniture,Chair,3,455.12,0.3,955.75,100.35
ORD-1113,2023-06-07,Customer_11,West,Technology,Laptop,10,376.99,0.2,3015.92,603.18
ORD-1114,2023-12-19,Customer_30,North,Furniture,Chair,5,352.87,0.1,1587.91,214.37
ORD-1115,2023-01-21,Customer_39,South,Furniture,Chair,7,369.92,0.2,2071.55,248.59
ORD-1116,2023-12-12,Customer_15,North,Technology,Laptop,10,297.69,0.0,2976.9,744.23
ORD-1117,2023-03-31,Customer_49,North,Office Supplies,Pen Set,8,264.29,0.15,1797.17,305.52
ORD-1118,2023-11-22,Customer_28,North,Technology,Printer,8,484.84,0.15,3296.91,700.59
ORD-1119,2023-12-10,Customer_21,North,Furniture,Bookshelf,2,430.29,0.1,774.52,104.56
ORD-1120,2023-12-06,Customer_19,South,Office Supplies,Paper,7,408.65,0.2,2288.44,366.15
ORD-1121,2023-05-10,Customer_21,East,Furniture,Chair,6,66.8,0.3,280.56,29.46
ORD-1122,2023-10-05,Customer_43,South,Office Supplies,Pen Set,8,212.49,0.05,1614.92,306.83
ORD-1123,2023-08-15,Customer_41,North,Office Supplies,Paper,1,109.74,0.2,87.79,14.05
ORD-1124,2023-09-06,Customer_45,West,Furniture,Cabinet,2,24.15,0.25,36.22,4.07
ORD-1125,2023-10-10,Customer_20,West,Office Supplies,Notebook,1,280.6,0.0,280.6,56.12
ORD-1126,2023-11-28,Customer_8,West,Technology,Mouse,3,254.2,0.25,571.95,107.24
ORD-1127,2023-09-05,Customer_27,North,Office Supplies,Stapler,8,129.43,0.2,828.35,132.54
ORD-1128,2023-09-18,Customer_39,West,Furniture,Desk,3,433.37,0.1,1170.1,157.96
ORD-1129,2023-01-02,Customer_18,South,Furniture,Sofa,5,365.76,0.3,1280.16,134.42
ORD-1130,2023-09-05,Customer_35,South,Technology,Mouse,6,172.9,0.3,726.18,127.08
ORD-1131,2023-12-24,Customer_13,South,Furniture,Bookshelf,4,290.18,0.05,1102.68,157.13
ORD-1132,2023-08-31,Customer_48,South,Technology,Keyboard,7,199.18,0.25,1045.69,196.07
ORD-1133,2023-09-15,Customer_9,West,Furniture,Chair,10,172.68,0.0,1726.8,259.02
ORD-1134,2023-01-08,Customer_30,South,Technology,Printer,3,210.89,0.25,474.5,88.97
ORD-1135,2023-06-23,Customer_17,West,Technology,Mouse,10,349.43,0.25,2620.73,491.39
ORD-1136,2023-06-12,Customer_25,East,Furniture,Sofa,8,437.47,0.0,3499.76,524.96
ORD-1137,2023-02-16,Customer_15,East,Technology,Keyboard,7,489.39,0.3,2398.01,419.65
ORD-1138,2023-06-03,Customer_45,East,Furniture,Desk,1,32.54,0.3,22.78,2.39
ORD-1139,2023-08-09,Customer_24,East,Furniture,Bookshelf,3,129.66,0.15,330.63,42.16
ORD-1140,2023-11-09,Customer_6,West,Technology,Monitor,7,313.66,0.05,2085.84,495.39
ORD-1141,2023-08-25,Customer_15,South,Office Supplies,Notebook,5,235.19,0.25,881.96,132.29
ORD-1142,2023-10-07,Customer_44,East,Furniture,Bookshelf,3,46.19,0.1,124.71,16.84
ORD-1143,2023-05-09,Customer_45,North,Office Supplies,Paper,8,424.2,0.05,3223.92,612.54
ORD-1144,2023-07-15,Customer_16,South,Furniture,Chair,10,185.89,0.1,1673.01,225.86
ORD-1145,2023-01-05,Customer_18,North,Technology,Mouse,10,433.88,0.3,3037.16,531.5
ORD-1146,2023-04-28,Customer_19,East,Office Supplies,Paper,10,402.95,0.05,3828.02,727.32
ORD-1147,2023-12-04,Customer_44,West,Office Supplies,Stapler,3,317.84,0.25,715.14,107.27
ORD-1148,2023-10-24,Customer_3,East,Furniture,Cabinet,6,368.86,0.0,2213.16,331.97
ORD-1149,2023-04-13,Customer_12,North,Furniture,Cabinet,3,395.39,0.1,1067.55,144.12
ORD-1150,2023-06-01,Customer_31,North,Technology,Keyboard,6,404.07,0.15,2060.76,437.91
ORD-1151,2023-12-12,Customer_44,East,Technology,Monitor,7,483.96,0.3,2371.4,415.0
ORD-1152,2023-05-16,Customer_1,North,Technology,Mouse,9,70.56,0.1,571.54,128.6
ORD-1153,2023-07-10,Customer_41,North,Office Supplies,Paper,2,340.67,0.15,579.14,98.45
ORD-1154,2023-11-09,Customer_21,East,Office Supplies,Binder,4,327.35,0.25,982.05,147.31
ORD-1155,2023-07-29,Customer_42,South,Office Supplies,Stapler,2,78.49,0.0,156.98,31.4
ORD-1156,2023-05-01,Customer_7,North,Furniture,Chair,9,76.48,0.15,585.07,74.6
ORD-1157,2023-10-28,Customer_27,North,Office Supplies,Binder,3,443.85,0.25,998.66,149.8
ORD-1158,2023-05-24,Customer_27,East,Furniture,Sofa,1,348.24,0.05,330.83,47.14
ORD-1159,2023-02-20,Customer_24,South,Furniture,Desk,6,276.79,0.25,1245.56,140.13
ORD-1160,2023-04-08,Customer_18,North,Technology,Mouse,2,475.02,0.3,665.03,116.38
ORD-1161,2023-11-24,Customer_42,South,Technology,Monitor,10,485.84,0.0,4858.4,1214.6
ORD-1162,2023-04-16,Customer_37,North,Technology,Monitor,2,416.61,0.2,666.58,133.32
ORD-1163,2023-06-18,Customer_15,West,Office Supplies,Notebook,3,396.44,0.2,951.46,152.23
ORD-1164,2023-10-04,Customer_9,East,Furniture,Desk,5,401.27,0.0,2006.35,300.95
ORD-1165,2023-05-02,Customer_23,East,Technology,Laptop,10,168.65,0.05,1602.17,380.52
ORD-1166,2023-08-04,Customer_48,North,Technology,Monitor,9,65.69,0.0,591.21,147.8
ORD-1167,2023-10-31,Customer_33,South,Furniture,Bookshelf,2,231.48,0.05,439.81,62.67
ORD-1168,2023-08-23,Customer_20,East,Office Supplies,Binder,1,39.8,0.15,33.83,5.75
ORD-1169,2023-12-31,Customer_32,South,Furniture,Chair,8,46.01,0.0,368.08,55.21
ORD-1170,2023-03-06,Customer_5,North,Office Supplies,Notebook,5,315.92,0.2,1263.68,202.19
ORD-1171,2023-05-31,Customer_34,North,Furniture,Sofa,8,257.72,0.15,1752.5,223.44
ORD-1172,2023-11-30,Customer_42,East,Office Supplies,Pen Set,9,363.21,0.05,3105.45,590.04
ORD-1173,2023-06-23,Customer_27,South,Furniture,Desk,8,205.38,0.25,1232.28,138.63
ORD-1174,2023-12-07,Customer_21,East,Furniture,Cabinet,5,193.41,0.05,918.7,130.91
ORD-1175,2023-02-17,Customer_6,South,Technology,Laptop,7,57.32,0.25,300.93,56.42
ORD-1176,2023-10-28,Customer_4,North,Technology,Printer,9,285.22,0.25,1925.24,360.98
ORD-1177,2023-08-05,Customer_43,East,Furniture,Bookshelf,1,484.52,0.2,387.62,46.51
ORD-1178,2023-09-17,Customer_37,North,Furniture,Chair,4,85.82,0.15,291.79,37.2
ORD-1179,2023-07-08,Customer_36,West,Technology,Keyboard,2,383.68,0.2,613.89,122.78
ORD-1180,2023-11-15,Customer_50,West,Furniture,Sofa,10,340.74,0.2,2725.92,327.11
ORD-1181,2023-04-03,Customer_2,East,Office Supplies,Stapler,5,354.32,0.1,1594.44,287.0
ORD-1182,2023-03-15,Customer_12,North,Furniture,Chair,10,332.1,0.0,3321.0,498.15
ORD-1183,2023-09-29,Customer_6,West,Office Supplies,Pen Set,4,194.34,0.15,660.76,112.33
ORD-1184,2023-06-16,Customer_20,North,Technology,Keyboard,10,302.15,0.0,3021.5,755.38
ORD-1185,2023-12-12,Customer_4,West,Technology,Printer,2,143.33,0.25,215.0,40.31
ORD-1186,2023-08-01,Customer_29,South,Furniture,Sofa,5,115.63,0.2,462.52,55.5
ORD-1187,2023-05-26,Customer_8,East,Furniture,Cabinet,10,248.45,0.25,1863.38,209.63
ORD-1188,2023-11-03,Customer_26,North,Technology,Monitor,1,13.77,0.1,12.39,2.79
ORD-1189,2023-06-17,Customer_19,West,Technology,Keyboard,2,13.79,0.25,20.68,3.88
ORD-1190,2023-09-30,Customer_25,South,Technology,Monitor,4,255.13,0.3,714.36,125.01
ORD-1191,2023-01-22,Customer_48,North,Technology,Mouse,7,19.18,0.0,134.26,33.56
ORD-1192,2023-07-27,Customer_37,North,Office Supplies,Paper,7,151.86,0.15,903.57,153.61
ORD-1193,2023-08-24,Customer_40,East,Furniture,Desk,6,53.18,0.3,223.36,23.45
ORD-1194,2023-07-25,Customer_38,East,Technology,Mouse,9,48.54,0.3,305.8,53.52
ORD-1195,2023-06-20,Customer_15,North,Office Supplies,Stapler,3,47.43,0.25,106.72,16.01
ORD-1196,2023-06-28,Customer_13,East,Office Supplies,Binder,6,366.42,0.3,1538.96,215.45
ORD-1197,2023-05-12,Customer_10,West,Technology,Laptop,4,95.01,0.05,361.04,85.75
ORD-1198,2023-10-16,Customer_30,East,Technology,Mouse,10,229.96,0.2,1839.68,367.94
ORD-1199,2023-08-14,Customer_10,North,Office Supplies,Stapler,2,239.77,0.25,359.66,53.95
ORD-1200,2023-06-30,Customer_4,North,Furniture,Sofa,9,46.35,0.15,354.58,45.21
ORD-1201,2023-05-27,Customer_24,South,Technology,Laptop,2,325.89,0.3,456.25,79.84
ORD-1202,2023-07-16,Customer_33,East,Office Supplies,Binder,8,294.36,0.3,1648.42,230.78
ORD-1203,2023-04-07,Customer_42,East,Furniture,Sofa,6,306.45,0.2,1470.96,176.52
ORD-1204,2023-06-25,Customer_7,West,Technology,Mouse,2,257.23,0.05,488.74,116.08
ORD-1205,2023-09-26,Customer_29,East,Technology,Mouse,9,308.8,0.1,2501.28,562.79
ORD-1206,2023-06-23,Customer_27,North,Furniture,Cabinet,10,35.66,0.25,267.45,30.09
ORD-1207,2023-10-13,Customer_7,North,Technology,Keyboard,7,149.23,0.25,783.46,146.9
ORD-1208,2023-12-06,Customer_38,West,Furniture,Chair,3,459.21,0.1,1239.87,167.38
ORD-1209,2023-02-13,Customer_46,South,Technology,Printer,5,283.87,0.25,1064.51,199.6
ORD-1210,2023-11-27,Customer_6,North,Technology,Printer,7,259.16,0.0,1814.12,453.53
ORD-1211,2023-06-24,Customer_14,North,Furniture,Desk,8,104.08,0.05,791.01,112.72
ORD-1212,2023-09-17,Customer_7,West,Technology,Keyboard,9,419.21,0.2,3018.31,603.66
ORD-1213,2023-11-13,Customer_50,East,Office Supplies,Stapler,3,302.65,0.05,862.55,163.88
ORD-1214,2023-08-13,Customer_11,West,Technology,Printer,1,211.32,0.25,158.49,29.72
ORD-1215,2023-08-18,Customer_19,West,Furniture,Sofa,4,271.67,0.1,978.01,132.03
ORD-1216,2023-10-20,Customer_44,South,Technology,Keyboard,8,236.22,0.1,1700.78,382.68
ORD-1217,2023-03-24,Customer_27,South,Office Supplies,Binder,4,402.62,0.05,1529.96,290.69
ORD-1218,2023-10-11,Customer_24,North,Technology,Mouse,2,358.59,0.2,573.74,114.75
ORD-1219,2023-03-24,Customer_49,East,Furniture,Chair,5,230.17,0.2,920.68,110.48
ORD-1220,2023-08-19,Customer_15,West,Furniture,Chair,6,465.93,0.15,2376.24,302.97
ORD-1221,2023-05-01,Customer_24,East,Furniture,Sofa,7,497.32,0.1,3133.12,422.97
ORD-1222,2023-11-29,Customer_7,West,Technology,Keyboard,6,397.78,0.05,2267.35,538.5
ORD-1223,2023-03-13,Customer_45,East,Furniture,Cabinet,8,229.81,0.0,1838.48,275.77
ORD-1224,2023-03-18,Customer_14,East,Technology,Keyboard,9,470.71,0.2,3389.11,677.82
ORD-1225,2023-06-04,Customer_16,South,Technology,Keyboard,2,33.4,0.15,56.78,12.07
ORD-1226,2023-11-02,Customer_32,South,Technology,Laptop,9,18.05,0.2,129.96,25.99
ORD-1227,2023-08-08,Customer_19,West,Office Supplies,Notebook,1,311.26,0.05,295.7,56.18
ORD-1228,2023-07-04,Customer_34,South,Technology,Laptop,2,477.17,0.2,763.47,152.69
ORD-1229,2023-11-22,Customer_3,East,Furniture,Cabinet,7,490.71,0.1,3091.47,417.35
ORD-1230,2023-05-04,Customer_23,East,Furniture,Chair,2,388.04,0.25,582.06,65.48
ORD-1231,2023-10-07,Customer_23,North,Technology,Laptop,6,408.62,0.05,2329.13,553.17
ORD-1232,2023-04-04,Customer_41,South,Office Supplies,Paper,3,40.92,0.3,85.93,12.03
ORD-1233,2023-01-23,Customer_13,South,Technology,Keyboard,4,444.04,0.1,1598.54,359.67
ORD-1234,2023-08-31,Customer_35,North,Office Supplies,Paper,5,27.94,0.25,104.78,15.72
ORD-1235,2023-01-25,Customer_50,West,Furniture,Bookshelf,6,143.88,0.3,604.3,63.45
ORD-1236,2023-08-14,Customer_48,North,Furniture,Cabinet,7,176.13,0.05,1171.26,166.9
ORD-1237,2023-09-23,Customer_24,South,Office Supplies,Paper,5,402.56,0.25,1509.6,226.44
ORD-1238,2023-04-03,Customer_39,South,Technology,Mouse,9,153.95,0.0,1385.55,346.39
ORD-1239,2023-08-17,Customer_20,East,Furniture,Bookshelf,10,361.65,0.05,3435.67,489.58
ORD-1240,2023-06-30,Customer_3,South,Furniture,Cabinet,10,499.09,0.1,4491.81,606.39
ORD-1241,2023-09-20,Customer_24,East,Technology,Mouse,3,476.87,0.05,1359.08,322.78
ORD-1242,2023-05-01,Customer_5,South,Technology,Monitor,6,187.45,0.2,899.76,179.95
ORD-1243,2023-08-19,Customer_44,East,Office Supplies,Notebook,6,192.29,0.3,807.62,113.07
ORD-1244,2023-07-07,Customer_34,East,Office Supplies,Notebook,7,164.05,0.1,1033.52,186.03
ORD-1245,2023-04-06,Customer_48,West,Technology,Laptop,8,263.7,0.2,1687.68,337.54
ORD-1246,2023-08-17,Customer_46,East,Furniture,Bookshelf,4,498.22,0.1,1793.59,242.13
ORD-1247,2023-02-07,Customer_9,South,Technology,Laptop,8,94.6,0.25,567.6,106.43
ORD-1248,2023-06-27,Customer_43,South,Technology,Keyboard,2,279.5,0.1,503.1,113.2
ORD-1249,2023-09-18,Customer_24,North,Technology,Monitor,4,69.47,0.05,263.99,62.7
ORD-1250,2023-07-04,Customer_2,West,Technology,Mouse,9,290.42,0.15,2221.71,472.11
ORD-1251,2023-06-08,Customer_5,West,Office Supplies,Pen Set,7,499.8,0.25,2623.95,393.59
ORD-1252,2023-07-29,Customer_50,South,Office Supplies,Paper,10,46.14,0.1,415.26,74.75
ORD-1253,2023-09-22,Customer_44,East,Furniture,Cabinet,6,72.88,0.3,306.1,32.14
ORD-1254,2023-01-29,Customer_33,West,Technology,Mouse,2,263.87,0.1,474.97,106.87
ORD-1255,2023-04-26,Customer_46,West,Technology,Keyboard,6,474.27,0.2,2276.5,455.3
ORD-1256,2023-11-22,Customer_13,North,Technology,Keyboard,9,144.48,0.25,975.24,182.86
ORD-1257,2023-09-15,Customer_6,North,Office Supplies,Binder,3,299.99,0.2,719.98,115.2
ORD-1258,2023-11-06,Customer_47,West,Technology,Printer,6,422.84,0.2,2029.63,405.93
ORD-1259,2023-11-25,Customer_3,East,Technology,Laptop,10,139.68,0.05,1326.96,315.15
ORD-1260,2023-11-18,Customer_32,South,Office Supplies,Pen Set,9,151.94,0.1,1230.71,221.53
ORD-1261,2023-08-21,Customer_20,South,Technology,Mouse,2,347.42,0.05,660.1,156.77
ORD-1262,2023-04-15,Customer_30,South,Furniture,Cabinet,6,307.26,0.1,1659.2,223.99
ORD-1263,2023-03-08,Customer_26,North,Office Supplies,Stapler,6,262.34,0.0,1574.04,314.81
ORD-1264,2023-05-17,Customer_8,North,Technology,Mouse,8,131.48,0.0,1051.84,262.96
ORD-1265,2023-08-03,Customer_40,East,Furniture,Cabinet,4,481.72,0.05,1830.54,260.85
ORD-1266,2023-03-23,Customer_13,North,Office Supplies,Stapler,8,498.03,0.15,3386.6,575.72
ORD-1267,2023-02-16,Customer_2,South,Furniture,Cabinet,7,257.67,0.05,1713.51,244.18
ORD-1268,2023-01-26,Customer_4,West,Office Supplies,Stapler,5,252.5,0.3,883.75,123.72
ORD-1269,2023-02-25,Customer_1,South,Furniture,Sofa,7,75.63,0.1,476.47,64.32
ORD-1270,2023-07-25,Customer_3,North,Furniture,Bookshelf,1,289.44,0.05,274.97,39.18
ORD-1271,2023-07-17,Customer_5,North,Office Supplies,Stapler,9,230.67,0.2,1660.82,265.73
ORD-1272,2023-03-07,Customer_8,North,Office Supplies,Binder,2,203.01,0.3,284.21,39.79
ORD-1273,2023-03-15,Customer_49,North,Office Supplies,Stapler,4,305.21,0.15,1037.71,176.41
